717                                                                                                 ,6                                                                                                   ,03-JAN-91 06.00.00.000000 AM                                               ,           55.63,           82.57
717                                                                                                 ,233                                                                                                 ,17-AUG-78 04.00.00.000000 AM                                               ,            77.1,           13.24
717                                                                                                 ,772                                                                                                 ,10-SEP-91 06.00.00.000000 AM                                               ,           69.93,            4.45
728                                                                                                 ,116                                                                                                 ,30-OCT-92 09.00.00.000000 AM                                               ,           21.42,           89.19
728                                                                                                 ,424                                                                                                 ,25-DEC-01 08.00.00.000000 PM                                               ,            72.6,           72.77
741                                                                                                 ,220                                                                                                 ,20-JAN-84 04.00.00.000000 PM                                               ,           86.84,           61.64
745                                                                                                 ,214                                                                                                 ,06-JAN-80 04.00.00.000000 PM                                               ,              60,           26.19
745                                                                                                 ,275                                                                                                 ,25-SEP-92 01.00.00.000000 PM                                               ,           26.41,           98.07
748                                                                                                 ,131                                                                                                 ,12-SEP-80 08.00.00.000000 AM                                               ,           59.79,           84.46
748                                                                                                 ,457                                                                                                 ,29-MAY-74 12.00.00.000000 AM                                               ,           55.77,           96.48
748                                                                                                 ,487                                                                                                 ,21-JUN-95 01.00.00.000000 PM                                               ,           71.29,           68.29
748                                                                                                 ,670                                                                                                 ,15-AUG-03 04.00.00.000000 PM                                               ,           29.38,            2.75
757                                                                                                 ,102                                                                                                 ,02-JUN-73 05.00.00.000000 AM                                               ,           25.95,           31.32
757                                                                                                 ,374                                                                                                 ,23-JUL-78 05.00.00.000000 PM                                               ,           58.89,           21.85
757                                                                                                 ,687                                                                                                 ,05-JUN-12 04.00.00.000000 AM                                               ,           18.76,           59.34
757                                                                                                 ,713                                                                                                 ,07-APR-94 05.00.00.000000 AM                                               ,            9.24,            21.6
769                                                                                                 ,56                                                                                                  ,09-NOV-89 10.00.00.000000 PM                                               ,              29,           17.81
769                                                                                                 ,380                                                                                                 ,23-APR-85 06.00.00.000000 AM                                               ,            76.5,           56.72
769                                                                                                 ,470                                                                                                 ,19-SEP-99 08.00.00.000000 PM                                               ,           87.25,           34.46
769                                                                                                 ,748                                                                                                 ,22-DEC-02 08.00.00.000000 AM                                               ,            81.4,           14.62
783                                                                                                 ,22                                                                                                  ,03-JAN-79 10.00.00.000000 AM                                               ,           77.66,           32.86
783                                                                                                 ,295                                                                                                 ,11-JAN-07 01.00.00.000000 AM                                               ,           31.37,           77.87
787                                                                                                 ,166                                                                                                 ,22-JAN-15 04.00.00.000000 AM                                               ,           68.55,           31.85
787                                                                                                 ,189                                                                                                 ,28-AUG-82 04.00.00.000000 AM                                               ,           75.97,           58.77
787                                                                                                 ,321                                                                                                 ,11-MAR-87 01.00.00.000000 AM                                               ,           18.36,           23.45
793                                                                                                 ,79                                                                                                  ,30-MAR-84 01.00.00.000000 AM                                               ,            3.41,            33.9
793                                                                                                 ,279                                                                                                 ,13-FEB-92 09.00.00.000000 PM                                               ,           15.41,           73.77
793                                                                                                 ,342                                                                                                 ,29-MAY-89 10.00.00.000000 AM                                               ,           48.63,           72.97
793                                                                                                 ,767                                                                                                 ,27-MAY-77 09.00.00.000000 AM                                               ,           71.66,           54.52
802                                                                                                 ,491                                                                                                 ,04-DEC-94 06.00.00.000000 AM                                               ,            70.7,            7.24
802                                                                                                 ,684                                                                                                 ,01-JUL-70 06.00.00.000000 PM                                               ,            8.02,           92.36
808                                                                                                 ,239                                                                                                 ,03-APR-87 01.00.00.000000 PM                                               ,           95.56,           40.28
808                                                                                                 ,571                                                                                                 ,03-FEB-69 12.00.00.000000 AM                                               ,           43.61,           65.13
811                                                                                                 ,16                                                                                                  ,23-JUL-73 05.00.00.000000 PM                                               ,           55.89,           47.05
811                                                                                                 ,193                                                                                                 ,12-AUG-09 02.00.00.000000 AM                                               ,           67.13,           14.16
811                                                                                                 ,521                                                                                                 ,15-AUG-80 12.00.00.000000 AM                                               ,           98.57,            62.5
821                                                                                                 ,184                                                                                                 ,19-OCT-82 09.00.00.000000 AM                                               ,           80.85,           47.38
821                                                                                                 ,292                                                                                                 ,01-OCT-67 09.00.00.000000 PM                                               ,           23.04,           44.48
821                                                                                                 ,703                                                                                                 ,30-SEP-82 05.00.00.000000 PM                                               ,           95.74,           56.73
824                                                                                                 ,10                                                                                                  ,13-MAR-79 02.00.00.000000 AM                                               ,           14.88,           57.04
842                                                                                                 ,214                                                                                                 ,27-MAR-86 08.00.00.000000 PM                                               ,              98,           79.69
842                                                                                                 ,346                                                                                                 ,14-OCT-81 09.00.00.000000 PM                                               ,           66.36,           97.86
842                                                                                                 ,783                                                                                                 ,13-DEC-13 07.00.00.000000 PM                                               ,           31.86,           48.17
856                                                                                                 ,613                                                                                                 ,02-AUG-80 07.00.00.000000 PM                                               ,           46.45,           15.62
863                                                                                                 ,234                                                                                                 ,17-AUG-81 05.00.00.000000 PM                                               ,            52.4,            59.3
865                                                                                                 ,142                                                                                                 ,10-FEB-75 09.00.00.000000 AM                                               ,           89.88,           21.55
865                                                                                                 ,788                                                                                                 ,12-JAN-94 10.00.00.000000 PM                                               ,           98.39,             .17
866                                                                                                 ,235                                                                                                 ,25-JAN-80 09.00.00.000000 AM                                               ,           13.39,           67.17
866                                                                                                 ,532                                                                                                 ,04-JAN-80 02.00.00.000000 AM                                               ,            4.47,           21.93
875                                                                                                 ,397                                                                                                 ,19-JAN-95 12.00.00.000000 PM                                               ,           86.38,           99.58
902                                                                                                 ,738                                                                                                 ,28-JAN-12 12.00.00.000000 PM                                               ,           10.18,           44.82
903                                                                                                 ,79                                                                                                  ,31-JAN-80 07.00.00.000000 PM                                               ,           66.25,           33.13
909                                                                                                 ,118                                                                                                 ,21-FEB-67 11.00.00.000000 PM                                               ,            6.54,            9.48
909                                                                                                 ,226                                                                                                 ,28-MAR-10 11.00.00.000000 AM                                               ,           91.46,            7.44
909                                                                                                 ,585                                                                                                 ,18-DEC-90 10.00.00.000000 AM                                               ,           12.33,           63.12
914                                                                                                 ,8                                                                                                   ,14-JUL-86 08.00.00.000000 AM                                               ,           60.85,           57.11
914                                                                                                 ,69                                                                                                  ,23-JUN-95 06.00.00.000000 AM                                               ,           22.27,           62.39
917                                                                                                 ,788                                                                                                 ,06-JUL-97 01.00.00.000000 PM                                               ,           76.27,             4.9
919                                                                                                 ,222                                                                                                 ,16-SEP-96 06.00.00.000000 AM                                               ,           57.22,           35.81
919                                                                                                 ,600                                                                                                 ,22-MAR-09 07.00.00.000000 PM                                               ,           92.57,           29.59
919                                                                                                 ,675                                                                                                 ,13-MAR-02 05.00.00.000000 PM                                               ,           33.12,           53.68
919                                                                                                 ,764                                                                                                 ,10-AUG-05 07.00.00.000000 PM                                               ,           36.98,           40.93
